id,activity_date,total_steps,total_distance,calories,tracker_distance,logged_activities_distance,day_of_week,activity_level,lightly_active_minutes,fairly_active_minutes,very_active_minutes,sedentary_minutes,light_active_distance,moderately_active_distance,very_active_distance,sedentary_active_distance
1503960366,2016-03-25,11004,7.1100001335144,1819,7.1100001335144,0,Friday,Highly Active,NA,NA,NA,NA,NA,NA,NA,NA
1503960366,2016-03-26,17609,11.5500001907349,2154,11.5500001907349,0,Saturday,Highly Active,NA,NA,NA,NA,NA,NA,NA,NA
1503960366,2016-03-27,12736,8.52999973297119,1944,8.52999973297119,0,Sunday,Highly Active,NA,NA,NA,NA,NA,NA,NA,NA
1503960366,2016-03-28,13231,8.93000030517578,1932,8.93000030517578,0,Monday,Highly Active,NA,NA,NA,NA,NA,NA,NA,NA
1503960366,2016-03-29,12041,7.84999990463257,1886,7.84999990463257,0,Tuesday,Highly Active,NA,NA,NA,NA,NA,NA,NA,NA
1503960366,2016-03-30,10970,7.15999984741211,1820,7.15999984741211,0,Wednesday,Highly Active,NA,NA,NA,NA,NA,NA,NA,NA
1503960366,2016-03-31,12256,7.8600001335144,1889,7.8600001335144,0,Thursday,Highly Active,NA,NA,NA,NA,NA,NA,NA,NA
1503960366,2016-04-01,12262,7.86999988555908,1868,7.86999988555908,0,Friday,Highly Active,NA,NA,NA,NA,NA,NA,NA,NA
1503960366,2016-04-02,11248,7.25,1843,7.25,0,Saturday,Highly Active,NA,NA,NA,NA,NA,NA,NA,NA
1503960366,2016-04-03,10016,6.36999988555908,1850,6.36999988555908,0,Sunday,Highly Active,NA,NA,NA,NA,NA,NA,NA,NA
1503960366,2016-04-04,14557,9.80000019073486,2030,9.80000019073486,0,Monday,Highly Active,NA,NA,NA,NA,NA,NA,NA,NA
1503960366,2016-04-05,14844,9.72999954223633,2083,9.72999954223633,0,Tuesday,Highly Active,NA,NA,NA,NA,NA,NA,NA,NA
1503960366,2016-04-06,11974,7.67000007629395,1861,7.67000007629395,0,Wednesday,Highly Active,NA,NA,NA,NA,NA,NA,NA,NA
1503960366,2016-04-07,10198,6.44000005722046,1755,6.44000005722046,0,Thursday,Highly Active,NA,NA,NA,NA,NA,NA,NA,NA
